지점명,주소,다행
부천지점,충남 아산시 둔포면 윤보선로 291,"2,968 "
경산지점,경북 영천시 영천산단로 53,"23,900 "
창원지점,경남 창원시 성산구 공단로 148,"6,550 "
분당지점,"경기 성남시 분당구 판교로255번길 35, B동 3층","3,000 "
목포지점,광주 광산구 평동산단1번로 137,"24,553 "
울산지점,"울산 남구 중앙로 230, 6층","4,700 "
대덕지점,"대전 유성구 테크노3로 65, 217호","23,158 "
마곡지점,서울 강서구 양천로 743,"1,780 "
금천지점,"서울 강남구 테헤란로98길 16, 2층",792 
오창지점,충북 청주시 청원구 오창읍 각리1길 32,25 
춘천지점,강원 춘천시 동내면 거두단지2길 60,"10,764 "
청주지점,충북 청주시 흥덕구 옥산면 과학산업1로 38,"7,675 "
포항지점,경북 포항시 남구 대송면 철강로492번길 49,"16,505 "
안양지점,충남 당진시 송악읍 조비실길 16-83,"9,300 "
기업구조조정2실,경남 창원시 성산구 공단로474번길 36,"214,699 "
서초지점,"서울 강남구 선릉로131길 8, 5층","32,795 "
광주지점,전북 순창군 풍산면 풍산로 94-27,"5,445 "
군산지점,전북 군산시 조촌로 149,"6,555 "
오창지점,충북 청주시 흥덕구 옥산면 과학산업1로 82-19,"43,902 "
수원지점,경기 수원시 영통구 삼성로268번길 37,"26,334 "
울산지점,울산 남구 사평로 60,"34,000 "
서초지점,경기 안산시 원곡동 932 안산창업보육센타 207호,0 
,서울 송파구 정의로8길 7,"9,000 "
수원지점,경기 화성시 우정읍 버들로 842-1,"27,733 "
부천지점,경기 김포시 양촌읍 황금로273번길 15,"1,502 "
해양산업금융실,부산 중구 충장대로13번길 67,"33,659 "
대전지점,"서울 종로구 종로 98, 4,5,6,7,8,9층","7,000 "
인천지점,"인천 연수구 인천타워대로 323, B동 2001호",777 
천안지점,충남 천안시 서북구 백석공단4길 21,"7,300 "
일산지점,경기 파주시 조리읍 등원로330번길 76,"1,691 "
판교지점,"전남 장성군 장성읍 영천로 144, 2층",0 
평택지점,경기 안성시 공도읍 문터길 72-23,"7,000 "
천안지점,충남 아산시 둔포면 아산밸리중앙로 170,"7,718 "
진주지점,경남 진주시 정촌면 산업로79번길 15,596 
울산지점,울산 남구 신항로716번길 1,"13,098 "
,서울 용산구 대사관로31길 8,188 
분당지점,경기 화성시 동탄산단9길 9-21,"25,698 "
종로지점,"서울 중구 무교로 28, 1305호",0 
평택지점,경기 화성시 남양읍 현대기아로 466-32,"1,350 "
여의도지점,서울 중구 세종대로7길 43,"5,000 "
화성지점,경기 화성시 봉담읍 전원길 18-16,"1,565 "
양산지점,부산 기장군 장안읍 명례산단7로 30,"3,004 "
경산지점,대구 달서구 성서4차첨단로 89,"7,200 "
한티지점,"서울 서초구 효령로 231, 3층","6,640 "
서초지점,"경기 하남시 미사강변중앙로7번안길 25, E동 115호",900 
김해지점,경기 수원시 권선구 평동 989-3번지,"4,000 "
평택지점,경기 안성시 고삼면 군내길 22-87,"5,694 "
구미지점,경북 구미시 산동읍 해마루공원로 232,"12,688 "
시화지점,충남 당진시 송악읍 부곡공단로 453,"2,500 "
안양지점,경기 용인시 처인구 백암면 청강가창로 50,"15,559 "
서초지점,강원 원주시 태장공단길 42-6,"1,500 "
당진지점,경기 김포시 대곶면 율생중앙로52번길 46,"5,000 "
광주지점,광주 광산구 용아로 714,"3,160 "
광주지점,전남 순천시 해룡면 여순로 1600,"5,000 "
잠원지점,"경기 의왕시 오전공업길 13, 6층","5,000 "
청주지점,"충북 청주시 서원구 1순환로 776, 1층","6,500 "
시화지점,경기 안산시 단원구 동산로 88,"52,989 "
경산지점,경북 경산시 진량읍 공단4로5길 13,"2,215 "
인천지점,인천 부평구 평천로199번길 25,"65,231 "
판교지점,"서울 중구 통일로 92, 17층","9,000 "
마곡지점,서울 중구 삼일대로 343,"60,000 "
종로지점,"서울 영등포구 은행로 11, 5층,6층","10,000 "
압구정지점,서울 송파구 삼전로8길 12,"4,211 "
당진지점,경기 안산시 단원구 번영로186번길 6,"2,400 "
안양지점,경기 성남시 분당구 벌말로50번길 41,"9,112 "
천안지점,경기 군포시 군포1동 522외2 에스케이벤티움 제103동 803호,"1,889 "
여수지점,전남 여수시 여수산단1로 342-42,"31,938 "
영업부,경북 구미시 4공단로7길 9,"7,143 "
영업부,강원 원주시 호저면 원문로 376-27,"28,406 "
하남지점,서울 강남구 테헤란로 414,"19,989 "
잠실지점,충북 진천군 초평면 도장길 34-29,"5,000 "
영업부,강원 강릉시 동해대로 3291,"24,091 "
영업부,서울 용산구 한강대로 296,"9,918 "
진주지점,경남 의령군 의령읍 구룡로4남길 14-3,"17,994 "
여의도지점,경기 이천시 모가면 대월로127번길 51,"9,514 "
금천지점,서울 금천구 가산로9길 54,"2,000 "
시화지점,충남 당진시 송악읍 부곡공단4길 28-304,"24,500 "
성서지점,대구 달성군 논공읍 논공로 511,"7,000 "
시화지점,경기 시흥시 공단1대로 391,"88,381 "
종로지점,서울 강남구 영동대로 517,0 
강남지점,"서울 송파구 충민로 52, A동 9층","1,403 "
판교지점,충남 예산군 응봉면 응봉로 50-10,"10,000 "
부산지점,부산 사하구 신산로 110,"13,000 "
군산지점,전북 군산시 옥구읍 광월길 28-5,650 
여의도지점,"서울 영등포구 양평로22길 21, 1207호","1,009 "
남울산지점,울산 울주군 온산읍 처용산업2길 17,"6,335 "
가산지점,서울 구로구 구로3동 184-1번지 우림이비지센터2차빌딩 1306호,"6,719 "
마포지점,"서울 마포구 월드컵북로 396, 14층",605 
잠실지점,"제주 제주시 청사로1길 18-4, 2층","8,900 "
마곡지점,경기 이천시 설성면 설가로 602,"3,000 "
성서지점,대구 달서구 달서대로109길 93,"1,557 "
군산지점,경기 안산시 단원구 만해로 243,"5,000 "
남울산지점,"서울 중구 소월로 10, 19층",146 
수원지점,경기 화성시 효행로 257,"13,150 "
시화지점,경기 시흥시 소망공원로 205,"7,500 "
당진지점,충남 예산군 고덕면 예덕로 1033-36,"12,854 "
서소문지점,경기 안산시 단원구 만해로 181,"8,500 "
김해지점,경남 김해시 진영읍 본산로212번길 32,"4,000 "
용인지점,경기 평택시 산단로16번길 72,"116,250 "
군산지점,충남 서천군 종천면 종천공단길 44,"2,270 "
전주지점,전북 전주시 덕진구 반룡로 62,"2,100 "
부천지점,인천 서구 검단로 51,"39,600 "
도곡지점,서울 강남구 도산대로 306,"159,245 "
울산지점,울산 북구 효암로 84-13,"26,918 "
해양산업금융실,부산 중구 대청로 136,"10,955 "
분당지점,경기 성남시 분당구 황새울로258번길 29,"8,250 "
서부산지점,부산 사하구 장평로 242,"42,499 "
창원지점,경남 양산시 상북면 양산대로 1303,"12,000 "
서부산지점,부산 사하구 하신번영로 27,"34,857 "
남울산지점,부산 기장군 장안읍 장안산단9로 190,"21,303 "
동탄지점,경기 고양시 덕양구 화정2동 970번지 지하2층,"5,000 "
금천지점,서울 강남구 삼성1동 77-18번지,"3,000 "
마포지점,서울 용산구 독서당로 97,"4,000 "
전주지점,전북 완주군 봉동읍 완주산단8로 66,"1,365 "
천안지점,대전 유성구 테크노2로 125-6,800 
천안지점,전남 광양시 광양읍 익신산단2길 10,100 
판교지점,충북 청주시 청원구 오창읍 양청3길 60,"69,000 "
당진지점,충남 당진시 순성면 순성로 773,"20,500 "
노원지점,충남 예산군 예산읍 예산산업단지로 50,0 
부천지점,경기 화성시 마도면 화성로 913-37,"4,711 "
수원지점,경기 화성시 팔탄면 율암길 224,"14,250 "
여의도지점,"서울 영등포구 양평로21길 26, 1708호, 1709호",969 
서초지점,"서울 마포구 성암로 189, 405호","2,500 "
오창지점,인천 남동구 남동동로153번길 30,"2,000 "
금남로지점,광주 북구 서암대로 219,"4,830 "
춘천지점,충북 음성군 대소면 대금로 6-81,"6,370 "
,경기 화성시 장안면 버들로 1085-11,"18,103 "
광주지점,전북 순창군 순창읍 순창로 105,"9,760 "
기업구조조정1실,경남 사천시 사남면 외국기업로 21,"1,960 "
강남지점,"전북 전주시 덕진구 백제대로 566, 18층","157,953 "
인천지점,인천 남동구 인주대로914번길 42,"50,000 "
강남지점,경기 화성시 향남읍 발안공단로3길 49,100 
대덕지점,대전 대덕구 신일서로68번길 71,0 
베이징지점,북경시 평곡구 평예거리 5번지,0 
원주지점,서울 서초구 사평대로 84,"14,640 "
용인지점,경기 성남시 중원구 둔촌대로541번길 29,"4,000 "
잠원지점,경기 고양시 덕양구 소원로 219,"8,360 "
분당지점,"경기 성남시 분당구 대왕판교로 660, A동 1110호","1,700 "
청주지점,서울 성동구 아차산로 78,"16,550 "
영업부,서울 관악구 남부순환로 1883,"16,200 "
용인지점,"경기 용인시 수지구 성복2로 17, B동 221호","19,871 "
광주지점,경기 안성시 미양면 제2공단4길 33,"115,986 "
기업금융1실,전북 정읍시 북면 3산단1길 24,"9,000 "
성동지점,서울 성동구 광나루로 172,"5,000 "
도곡지점,"서울 강남구 역삼로 455, 4층","21,236 "
목포지점,전남 여수시 남산로 50-14,258 
오창지점,충북 진천군 이월면 삼용길 57-12,0 
군산지점,전북 완주군 봉동읍 테크노밸리2로 17,"17,764 "
서초지점,"서울 서초구 양재천로 131, 4층","9,250 "
안양지점,경기 안양시 동안구 시민대로327번길 11-25,"6,026 "
화성지점,경기 성남시 분당구 판교로 332,"8,000 "
김포지점,서울 송파구 정의로8길 9,"6,580 "
부산지점,"부산 사상구 대동로 303, 1213호","6,446 "
목포지점,광주 북구 첨단연신로398번길 30,"18,574 "
목포지점,광주 광산구 소촌로123번길 28,"18,521 "
금정지점,경남 김해시 상동면 상동로375번길 26-29,"15,000 "
제주지점,제주 제주시 첨단로7길 11,"40,080 "
대구지점,경북 경산시 진량읍 공단4로 50,"11,000 "
분당지점,"경기 성남시 분당구 판교역로 240, A동 9층","17,443 "
안양지점,경기 안양시 동안구 부림로170번길 38,"21,343 "
충주지점,서울 구로구 서부샛길 822,"52,833 "
청주지점,충북 음성군 음성읍 신용로 56-20,"12,068 "
광주지점,광주 북구 첨단연신로30번길 53,"20,000 "
군산지점,경기 이천시 대월면 사동로 76,"14,658 "
평택지점,충남 천안시 서북구 직산읍 4산단6길 57,"26,945 "
양산지점,울산 울주군 상북면 길천산업2길 36-25,"2,000 "
대전지점,충남 천안시 서북구 입장면 영산홍1길 12,"3,000 "
김포지점,경기도 화성시 동탄면 동탄산단6길37,"63,627 "
오창지점,충북 청주시 흥덕구 옥산면 과학산업1로 16,"57,000 "
김포지점,충남 서산시 대산읍 독곶2로 103,"33,000 "
종로지점,서울 중구 을지로 164,900 
김해지점,"서울 강남구 봉은사로 610, 201호","3,000 "
울산지점,울산 북구 송도길 60,"1,100 "
진주지점,경남 진주시 사봉면 사군로303번길 3,"27,829 "
해양산업금융실,"부산 해운대구 센텀북대로 60, 1311호","15,827 "
일산지점,서울 종로구 평창30길 24,"16,450 "
당진지점,"충남 서산시 대산읍 구진천로 12, 6층","6,121 "
부천지점,경기 화성시 향남읍 동오2길 35,"1,021 "
안산지점,"경기 안산시 상록구 해안로 705, 기술고도화센터 712호","4,560 "
광주지점,전북 고창군 아산면 아산농공단지길 41-12,170 
서소문지점,경기 평택시 포승읍 만호리 671번지,"22,207 "
시화지점,경기 시흥시 군자천로 99,"20,000 "
판교지점,충남 당진시 송악읍 고대공단2길 367,"13,262 "
영업부,"서울 종로구 종로 47, 20층","21,939 "
군산지점,충남 공주시 공단길 5,"3,206 "
하남지점,"서울 강남구 영동대로 517, 26층, 33층","30,000 "
여수지점,전남 여수시 상암로 344,0 
부천지점,인천 서구 원적로 23,"10,967 "
진주지점,경남 사천시 사남면 공단1로 23-65,"34,500 "
서소문지점,서울 강남구 논현로149길 62,"10,497 "
진주지점,경남 진주시 남강로1367번길 36,0 
청주지점,경기 이천시 마장면 서이천로 138,"22,700 "
종로지점,서울 서초구 방배천로2길 12,"91,656 "
서초지점,서울 서초구 사평대로 343,"18,500 "
수원지점,"경기 성남시 분당구 판교로 242, A동 7층 703호",0 
강남지점,"서울 송파구 오금로 87, 2113호","9,534 "
금남로지점,광주 서구 마륵복개로 68-22,"12,400 "
청주지점,충북 음성군 대소면 대금로196번길 52,"1,218 "
화성지점,서울 서대문구 서소문로 61-1,"4,923 "
,경기 화성시 향남읍 제약단지로 48,197 
평택지점,경기 안성시 고삼면 안성대로 2061,"30,775 "
천안지점,충남 천안시 서북구 입장면 신대길 15,"25,758 "
판교지점,"경기 성남시 중원구 사기막골로 124, 15층 1505호, 1506호, 1508호",588 
서초지점,"경기 이천시 대월면 사동로77번길 44-39, 44-41","1,711 "
진주지점,경남 산청군 생비량면 화현리 792-6번지,563 
아산지점,"충남 천안시 서북구 2공단2로 95, 4층 401호,406호,407호,408호,409호",0 
원주지점,강원 춘천시 신동면 오봉길 156,"14,000 "
평택지점,경기 화성시 남양읍 주석로184번길 57,"5,956 "
하남지점,"서울 서초구 서운로 138, 6층","1,000 "
창원지점,경남 함안군 군북면 장백로 122,"133,655 "
김포지점,충북 청주시 흥덕구 직지대로409번길 37,"10,000 "
광주지점,전남 곡성군 겸면 마전농공길 72,"19,258 "
목포지점,전북 정읍시 북면 3산단3길 107,"1,285 "
원주지점,강원 원주시 문막읍 동화공단로 130-1,"3,000 "
시화지점,충남 논산시 은진면 동산산업단지로 101-6,"10,483 "
마곡지점,"서울 영등포구 의사당대로 83, 12층","4,000 "
안양지점,"서울 강남구 테헤란로 127, 20층","59,975 "
목포지점,광주 광산구 하남산단천변우로 118,"8,274 "
서소문지점,전남 목포시 자유로 41,"6,400 "
오창지점,충남 천안시 동남구 성남면 세성로 96,"5,000 "
가산지점,서울 강서구 마곡중앙8로7길 11,"5,483 "
마포지점,서울 서초구 사평대로 84,"18,000 "
